group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,in_paper_appendix,verdict,explanation,adaptation
7,Temporal Resolution Mismatch,time_steps_temporal_resolution,Integrated,Common exchanged variables align semantically (or a declared conversion bridges them),"seconds to hours, typically hourly output","ecological processes typically updated each hydrodynamic step, diagnostics daily.","seconds to hours gotm steps , typically hourly coupling diagnostics.",A<->B token-sim=0.08 (>0 means aligned),Match,INTENDED,Temporal Resolution Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: A<->B token-sim=0.08 (>0 means aligned),No adaptation required.
7,Temporal Coverage Mismatch,temporal_extent_coverage,Integrated,Common exchanged variables align semantically (or a declared conversion bridges them),event to multi-year simulations,multi-year to decadal simulations,multi-year simulations,A<->B token-sim=0.50 (>0 means aligned),Match,INTENDED,(auxiliary) Temporal Coverage Mismatch / temporal_extent_coverage,RuntimeLevel,Information,Deterministic,False,Match,Deterministic check: A<->B token-sim=0.50 (>0 means aligned),No adaptation required.
7,Spatial Resolution Mismatch,spatial_resolution,Integrated,Common exchanged variables align semantically (or a declared conversion bridges them),"adaptive vertical layers sigma / z-level, refined near surface, bottom",matches hydrodynamic vertical grid shared layers .,shared adaptive vertical layers from gotm.,A<->B token-sim=0.17 (>0 means aligned),Match,INTENDED,Spatial Resolution Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: A<->B token-sim=0.17 (>0 means aligned),No adaptation required.
7,Spatial Coverage Mismatch,spatial_extent_coverage,Integrated,Common exchanged variables align semantically (or a declared conversion bridges them),"single water column marine, estuarine, coastal or lake site",lake water column,single water column representing lake or coastal site.,A<->B token-sim=0.38 (>0 means aligned),Match,INTENDED,(auxiliary) Spatial Coverage Mismatch / spatial_extent_coverage,RuntimeLevel,Information,Deterministic,False,Match,Deterministic check: A<->B token-sim=0.38 (>0 means aligned),No adaptation required.
7,Dimensionality Mismatch,dimensionality,Integrated,Common exchanged variables align semantically (or a declared conversion bridges them),1d,1d,1d,A<->B token-sim=1.00 (>0 means aligned),Match,INTENDED,Dimensionality Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: A<->B token-sim=1.00 (>0 means aligned),No adaptation required.
7,Unit Mismatch,A.output(temperature profile) -> B.input(temperature profile),Integrated,Units must be equal or known-equivalent,°C,°C,,'°C' ~ '°C' (equivalent).,Match,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: '°C' ~ '°C' (equivalent).,No adaptation required.
7,Unit Mismatch,A.output(salinity profile) -> B.input(salinity profile where relevant),Integrated,Units must be equal or known-equivalent,PSU,PSU,,'PSU' ~ 'PSU' (equivalent).,Match,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: 'PSU' ~ 'PSU' (equivalent).,No adaptation required.
7,Unit Mismatch,A.output(turbulent mixing coefficients kz) -> B.input(turbulent mixing coefficients kz),Integrated,Units must be equal or known-equivalent,m² s⁻¹,m² s⁻¹,,'m² s⁻¹' ~ 'm² s⁻¹' (equivalent).,Match,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: 'm² s⁻¹' ~ 'm² s⁻¹' (equivalent).,No adaptation required.
7,Unit Mismatch,A.output(scalar irradiance / par) -> B.input(scalar irradiance / par),Integrated,Units must be equal or known-equivalent,W m⁻²,W m⁻²,,'W m⁻²' ~ 'W m⁻²' (equivalent).,Match,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: 'W m⁻²' ~ 'W m⁻²' (equivalent).,No adaptation required.
7,Unit Mismatch,B.output(p) -> A.input(air temperature),Integrated,Units must be equal or known-equivalent,mmol m⁻³,PSU,,'mmol m⁻³' != 'PSU' and not in a known-equivalent class; conversion required.,Mismatch,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Mismatch,Deterministic check: 'mmol m⁻³' != 'PSU' and not in a known-equivalent class; conversion required.,Apply a unit conversion between the declared source and target units before data exchange.
7,Unit Mismatch,B.output(bio-optical properties kd_bio) -> A.input(bio-optical feedback kd_bio),Integrated,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
7,Unit Mismatch,B.output(surface albedo / drag modifiers) -> A.input(surface albedo / wind-drag modifiers),Integrated,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
7,Communication Mechanism Mismatch,communication_mechanism,Integrated,Pattern-graded requirement,,,,Integrated requires both sides to declare mechanism.,Missing,INTENDED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,True,Gap,,
7,Error Handling Mismatch,error_handling,Integrated,Pattern-graded requirement,"timestep control, error trapping, basic runtime checks in hydrodynamics, fabm api diagnostics for invalid or missing fields.","input checking, diagnostics via fabm, consistency checks for state variables, logging of invalid values, failed updates.",,A and B present; AB not provided.,Match,INTENDED,Error-Handling Compatibility,RuntimeLevel,Computational,LLMAssisted,True,Match,,
7,Execution Instruction Gap,execution_instructions,Integrated,Require both sides,"configure yaml / namelist files, build gotm with fabm support, run cli executable with scenario configuration.","configure pclake+ as a fabm plugin, specify parameters, state variables in fabm configuration, build, run within a fabm-enabled host model e.g. gotm .",,Both A and B must provide.,Match,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
7,Parallel Execution Incompatibility,parallel_execution,Integrated,Pattern-graded requirement,false,false,false,Both sides present.,Match,INTENDED,Execution Constraint Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
7,Execution Constraint Mismatch,execution_constraints,Integrated,Pattern-graded requirement,"synchronous, same timestep, vertical grid as fabm, lockstep call order gotm→fabm→gotm each time step.; synchronous, same timestep, vertical grid as fabm, lockstep online coupling within the same executable.","same timestep, vertical grid as gotm or other host, ecological updates executed in lockstep every step, tight coupling within process.; time step, vertical grid must exactly match the host hydrodynamic model, physical drivers updated each coupling step, feedbacks applied immediately.",,Integrated expects explicit sync/latency cues.,Match,INTENDED,Execution Ordering Compatibility,RuntimeLevel,Engineering,Deterministic,True,Match,Deterministic check: Integrated expects explicit sync/latency cues.,No adaptation required.
7,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Integrated,Pattern-graded requirement,"fabm registry declares variables, coupling fields, model logs coupling status, failed exchanges.; coupling through fabm middleware, attribution to gotm, fabm developers.","fabm configuration, documentation reference pclake+ developers, fabm team, users instructed to cite relevant pclake+, fabm publications.",,Both sides present.,Match,INTENDED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
7,Latency Expectation Mismatch,latency_expectations,Integrated,Pattern-graded requirement,"low latency, in-memory, real-time exchange each time step.",,,Integrated requires A and B to declare this.,Missing,INTENDED,Latency Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Gap,,
7,Data Synchronization,data_synchronization,Integrated,Pattern-graded requirement,"synchronous two-way in-memory exchange every time step, no buffering, same timestep for physics, ecology.; two-way, synchronous exchange every model step via fabm api.","receives host drivers, returns feedbacks through fabm kernel in synchronous, in-memory exchange each timestep.; receives gotm drivers, returns bio-feedbacks via fabm api each timestep.",,Integrated expects explicit synchronous/lockstep cues.,Match,INTENDED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
7,Programming Language Incompatibility,programming_language,Integrated,Pattern-graded similarity/equality,fortran,fortran; c++,fortran,"A↔B=0.50 (> 0.50), A↔AB=1.00 & B↔AB=0.50 (> 0.25)",Mismatch,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
7,Source Code Availability Gap,availability_of_source_code (A),Integrated,Presence required,,,,A provides metadata,Missing,INTENDED,(auxiliary) Source Code Availability Gap / availability_of_source_code (A),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: A provides metadata,Provide the missing metadata field(s) for both models before this constraint can be assessed.
7,Source Code Availability Gap,availability_of_source_code (B),Integrated,Presence required,,,,B provides metadata,Missing,INTENDED,(auxiliary) Source Code Availability Gap / availability_of_source_code (B),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: B provides metadata,Provide the missing metadata field(s) for both models before this constraint can be assessed.
7,Implementation Verification Gap,implementation_verification (A),Integrated,Presence required,"benchmarked with standard gotm, gotm-fabm test cases.; profiles, mixed-layer diagnostics compared against canonical gotm, gotm-fabm cases.",,,A provides metadata,Match,INTENDED,(auxiliary) Implementation Verification Gap / implementation_verification (A),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: A provides metadata,No adaptation required.
7,Implementation Verification Gap,implementation_verification (B),Integrated,Presence required,"tested within fabm standard cases, published pclake+ applications.; compared against long-term lake monitoring datasets, published pclake+ benchmarks.",,,B provides metadata,Match,INTENDED,(auxiliary) Implementation Verification Gap / implementation_verification (B),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: B provides metadata,No adaptation required.
7,Software Environment Mismatch,software_specification_and_requirements,Integrated,Pattern-graded similarity/equality,fortran compiler; netcdf; netcdf4; fabm kernel,fabm environment; fortran compiler; c++ compiler; netcdf; netcdf4,fortran compiler; gotm with fabm support; fabm kernel; netcdf; netcdf4,"A↔B=0.62 (> 0.50), A↔AB=0.75 & B↔AB=0.50 (> 0.25)",Match,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
7,Hardware Resource Mismatch,hardware_specification_and_requirements,Integrated,Pattern-graded similarity/equality,standard workstation,standard workstation,standard workstation; hpc cluster optional for ensembles,"A↔B=1.00 (> 0.50), A↔AB=0.33 & B↔AB=0.33 (> 0.25)",Match,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
7,Distribution Version Mismatch,distribution_version,Integrated,Exact equality required,5.0,2023.1,1.0,Not equal.,Mismatch,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
7,File Format Mismatch,file_formats,Integrated,Pattern-graded similarity/equality,netcdf; txt,netcdf; csv,netcdf; csv,"A↔B=0.33 (> 0.50), A↔AB=0.33 & B↔AB=1.00 (> 0.25)",Mismatch,INTENDED,Data Format Compatibility,InformationLevel,Information,Deterministic,True,Mismatch,"Deterministic check: A↔B=0.33 (> 0.50), A↔AB=0.33 & B↔AB=1.00 (> 0.25)",Introduce a file-format transformation step between the two models.
7,License Incompatibility,license,Integrated,Pattern-graded requirement,gpl,gpl,,A↔B token-sim=1.00 (> 0.50),Match,INTENDED,License Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
